hash	date	scope	subject	what_broke	silent	how_noticed	regression	note
fc6107a9	2026-08-02	koe	fix(koe): stop swallowing pitch_shift failures in stage_broken	テスト・検査そのもの	yes	別エージェントのレビュー	unknown	pitch_shiftの失敗を握りつぶしてもテストが緑
2de30e88	2026-08-02	making	fix(making): 制作記棚を実在する記事で組み直し、孤立していた技術ガイドを繋ぐ	事実・データの誤り	yes	不明	yes	137と同文の重複コミット(制作記棚の組み直し)
469c0fad	2026-08-01	seo	fix(seo): 主要ページの内部リンクとメタの欠落を補う	リンク・導線	yes	不明	no	作品ページからトップへ戻る導線・canonical・og:imageの欠落
478be37d	2026-08-01	seikai	fix(seikai): 終幕表示の部番号が5話構成時代のまま残っていた	事実・データの誤り	yes	不明	yes	15話に再構成した際の取りこぼしで終幕表示が「第一部 完」のまま、ナレーションと矛盾
a262c1e4	2026-08-01	seikai-op	fix(seikai-op): 地上パートが壁のクローズアップと白い空になっていた問題を修正	見た目の質（デザイン・演出）	yes	不明	no	OP映像の町のカットが壁のクローズアップと白い空
511fae7d	2026-08-01	seikai-voice	fix(seikai-voice): 途中で切れていたボイス10本を再生成	音・声	yes	機械の検査・テスト	unknown	途中で切れていたボイス10本(書き起こし照合で特定)
dfea4daa	2026-08-01	seikai-voice	fix(seikai-voice): 演技タグが読み上げられる事故を修正、心内台詞161本を再生成	音・声	yes	機械の検査・テスト	no	演技指示の英語タグが数秒間そのまま読み上げられていた(33本)
c22710c0	2026-08-01	seikai-op	fix(seikai-op): 短尺カット字幕の可読時間を確保、楽曲ダッキングを包絡線化	見た目の質（デザイン・演出）	yes	不明	no	OP字幕の可読時間・ダッキング
a5649fc0	2026-07-31	seikai	fix(seikai): speaker attribution for Garudo/Jin lines + longer pre-chorus hold	音・声	yes	不明	unknown	OP映像で別キャラの立ち絵にカイの声が重なり話者を誤認させた
43e188df	2026-07-29	seikai	fix(seikai): calmer pre-chorus, clear blue sky, remove Nogu telop, Kai greeting at intro	見た目の質（デザイン・演出）	unknown	不明	no	OPのサビ前・空・テロップ調整
a95a5c35	2026-07-29	seikai	fix(seikai): eliminate black flicker (canvas sync draw) + slower build before chorus	表示・レイアウト	yes	不明	no	OP映像に黒フレーム96枚が混入
0e8f25f4	2026-07-27	seikai	fix(seikai): chorus reveal was black (emerge2 uncopied) + synopsis captions + AI terms + more voices	公開・デプロイ・キャッシュ	yes	不明	unknown	素材のコピー漏れでOPのサビ7秒が404の真っ黒
0e32d793	2026-07-22	seikai	fix(seikai): ep6 premature Nogu ref + 道筋 minigame numbers-first, line-on-complete	事実・データの誤り	yes	不明	unknown	ep6で未登場(初出ep9)のノーグに言及する矛盾
2b94d762	2026-07-21	(none)	fix: リーン冒頭7セリフを感情付きで差し替え(平坦さ解消)	音・声	yes	不明	no	冒頭ボイスが平坦で無表情
d2e9b399	2026-07-21	(none)	fix: カイのボイスを落ち着いた少年トーンで統一再生成＋（）心内のボイス削除	音・声	yes	不明	no	英語タグ由来の変なトーンを解消し670台詞再生成
538a0fdb	2026-07-18	seikai	fix(seikai): 世界設定の正典化 — リーンの記憶モデル/ユーゴの動機/ノーグ矛盾/部数修正	事実・データの誤り	yes	作者が見て	no	作者指摘の世界設定の破綻4件
36c2290f	2026-07-16	seikai	fix(seikai): モバイルUX改善(中央表示/視点固定/当たり判定)＋道筋ラウンド制＋設定トグル	表示・レイアウト	unknown	不明	no	モバイルUX改善
5d377db7	2026-07-12	seikai	fix(seikai): 場面転換時に前の文/名前/ボイスをクリアし新しい文から開始	操作・ゲームのロジック	yes	不明	unknown	場面転換で前の文・名前・声が残る
8722ecba	2026-07-12	seikai	fix(seikai): 立ち絵の重なり防止(人数に応じ等間隔整列＋縮小)＋大気パーティクル削除	表示・レイアウト	yes	不明	unknown	立ち絵の重なり
8892eb98	2026-07-11	seikai	fix(seikai): stop per-click sprite flash + brighten backgrounds (were near-black)	見た目の質（デザイン・演出）	yes	不明	unknown	背景がほぼ真っ黒、クリックごとに立ち絵が点滅
0abea113	2026-07-06	cabin	fix(cabin): wire the reachable 'window' caption to the Tomori x Sou dialogue (the writings caption was dead code)	操作・ゲームのロジック	yes	不明	unknown	到達可能なキャプションに会話を配線(もう一方は死んだコード)
b86d6ee9	2026-07-05	ehon	fix(ehon): restore cover-click open trigger lost in persistent-view refactor	機能が消えた・置き換わった	yes	不明	yes	永続ビューへのリファクタで表紙クリックで開く動作が失われていたのを復元
b29c8821	2026-07-05	ehon	fix(ehon): rebuild 3 worlds at 3MB scale (54MB->9MB fixes load failures), galaxy v2 color grading, spread sizing + flip texture clone	性能	no	不明	unknown	3世界が54MBで読み込み失敗→9MBに作り直し
b1d1274f	2026-07-05	ehon	fix(ehon): set book.userData._isBook=true to guard disposeDiorama filter	操作・ゲームのロジック	unknown	不明	unknown	disposeDioramaが本を誤って捨てないためのガード
fdd0f840	2026-07-05	ehon	fix(ehon): stand all 10 animals upright (rotX+90 baked into GLBs) + zukan v2 images	表示・レイアウト	yes	不明	unknown	動物10匹が寝そべって(直立していない)表示
76e95482	2026-07-05	ehon	fix(ehon): shogi-puyo single-longhouse framing, hollow-tale minimal campfire	見た目の質（デザイン・演出）	unknown	不明	no	世界の構図調整
d268d16c	2026-07-05	ehon	fix(ehon): niwa rebuilt as fountain-square garden (UpperTownSquare set, 3.78MB)	見た目の質（デザイン・演出）	unknown	不明	no	庭の世界を作り直し
061ce996	2026-07-05	ehon	fix(ehon): world diorama radius 5.5 removes floating curtain fragment	表示・レイアウト	yes	不明	unknown	浮いたカーテンの断片
fe90afef	2026-07-05	ehon	fix(ehon): pipeline thumb-before-assert, ambient light, ECI dollhouse excludes	その他	unknown	不明	unknown	パイプラインの順序・環境光
e53a9759	2026-07-05	ehon	fix(ehon): apply initial mode via setMode and keep book canvas on diorama fallback	操作・ゲームのロジック	unknown	不明	unknown	初期モードの適用・フォールバック時のcanvas保持
194a622c	2026-07-05	ehon	fix(ehon): zukan modal single-state completeness + audio context resume	音・声	yes	不明	unknown	自動再生制限で鳴き声が鳴らない(AudioContext resume)
4e61a551	2026-07-05	ehon	fix(ehon): harden page overlay DOM construction and init lang toggle label	その他	unknown	不明	no	innerHTML連結をやめる(注入対策)・言語ボタンのラベルが空
4db2482d	2026-07-04	ehon	fix(ehon): 方式A 3D本の構図調整(本canvasと2D世界の重なり解消・世界が本の頁から立ち上がる)	表示・レイアウト	yes	不明	unknown	3D本と2D世界の重なり
46196566	2026-07-04	ehon	fix(ehon): アセットをリポジトリ同梱で同一オリジン配信に変更(pCloud不安定を排除)	公開・デプロイ・キャッシュ	no	不明	no	外部ホスト(pCloud)が不安定で「動かない」→同梱配信へ
3ec3a0e4	2026-07-02	ehon	fix(ehon): 画像は直CDN(getpublinkdownload)で読みWorkerのIP束縛フレーキーを回避	公開・デプロイ・キャッシュ	no	不明	no	Worker経由で間欠410→直CDN
c626b02c	2026-07-02	ehon	fix(ehon): 世界切替時のpop不発を修正(bootWorldAでdouble-rAF pop統一)	操作・ゲームのロジック	yes	不明	unknown	世界切替時にせり上がりが不発
2efc8bf3	2026-07-01	ehon	fix(ehon): ワールドA視差リスナー蓄積防止・immerse状態をstate内に統合	性能	yes	不明	unknown	視差リスナーの蓄積
d2df8524	2026-07-01	ehon	fix(ehon): 本物のEnchanted Interiors Open Bookテクスチャを再リンク(彩飾写本)	機能が消えた・置き換わった	yes	不明	yes	本物の彩飾写本テクスチャを平らな羊皮紙で上書きしていたのを撤回(検索がテクスチャを取りこぼしていた)
90e75732	2026-06-29	cabin	fix(cabin): correct 360 projection (fisheye->equirect), drop armillary, tune marker	表示・レイアウト	yes	不明	no	Blender新APIで旧設定が黙って失敗し360画像が魚眼で出力されていた
68fdd0e9	2026-06-28	ehon	fix(ehon): inspectのBLENDをローカルパスに変更しdocstring整合	その他	unknown	不明	unknown	検査スクリプトのパス
7da321fc	2026-06-28	cabin-notes	fix(cabin-notes): remove crisis line from panel header per request	その他	unknown	作者が見て	no	依頼によりパネル見出しから相談窓口の一文を削除
f608831b	2026-06-21	cabin	fix(cabin): 時計文字盤をシンプル化・室内炎の点滅マーカー除去・床の本を本棚へ	見た目の質（デザイン・演出）	unknown	不明	no	時計・マーカー・床の本の整理
910cab65	2026-06-21	cabin	fix(cabin): 焚き火マーカーを炎の真下へ移動（炎と重ねない）	見た目の質（デザイン・演出）	yes	不明	unknown	マーカーが炎に重なる
e2db40cc	2026-06-21	cabin	fix(cabin): 焚き火を完全にthree.js側へ共置し薪と炎のズレを構造的に解消	表示・レイアウト	yes	不明	yes	焚き火の炎と薪のズレが何度直しても外れ続け、構造ごと変更
dc4647a0	2026-06-21	lingo	fix(lingo): force fresh search (no-store) so date-sort isn't masked by cache	公開・デプロイ・キャッシュ	yes	作者が見て	unknown	キャッシュで古い並び順が見え続けた(作者が見続けていた)
3148ac94	2026-06-21	cabin	fix(cabin): liveアニメ炎の左右位置を修正（equirect lon符号ミス）	表示・レイアウト	yes	作者が見て	yes	炎の位置の符号ミスで反対側に置いていた(「ぜんぜんのっていない」)
49d9fea8	2026-06-21	cabin	fix(cabin): 薪を自然な焦げた交差積みに・liveアニメ炎を熾火位置へ正確に整合	表示・レイアウト	yes	不明	unknown	炎の位置が約2°ズレ
6db6cf8b	2026-06-21	lingo	fix(lingo): date-sort parser missed abbreviated ages → results unsorted	操作・ゲームのロジック	yes	不明	yes	新着順の本当の原因: 略記の年齢を解析できず並べ替えが無効(前2回の修正で直っていなかった)
d7f752a3	2026-06-21	lingo	fix(lingo): drop CC search filter so 新着順 shows recent videos	操作・ゲームのロジック	yes	不明	unknown	字幕フィルタが新しい動画を除外し新着順が古い動画ばかり
6bf51a6f	2026-06-21	lingo	fix(lingo): cut rate-limit storms, fix date sort, fix word-click dictionary	操作・ゲームのロジック	no	不明	unknown	自前のリトライで制限を招いていた・辞書が開かない
23a83efb	2026-06-21	lingo	fix(lingo): don't mislabel YouTube rate-limit as "no captions"	操作・ゲームのロジック	yes	不明	unknown	レート制限を「字幕がありません」と誤表示
133c64bc	2026-06-21	lingo	fix(lingo): auto-retry YouTube rate-limit (503) instead of dead-ending	操作・ゲームのロジック	no	不明	no	レート制限からの自動リトライ
47281dd6	2026-06-20	lingo	fix(lingo): reliable translation via browser-side MyMemory fallback	翻訳・多言語	no	不明	no	翻訳が進まない(データセンターIPが429)
5414224e	2026-06-20	lingo	fix(lingo): stream subtitles instead of pausing playback for translation	操作・ゲームのロジック	no	不明	yes	直前の「翻訳待ちで一時停止」修正が長時間停止を招き、ストリーミングへ置換
5f1ed670	2026-06-20	lingo	fix(lingo): route translation through Worker (GT + retries + KV cache)	翻訳・多言語	unknown	不明	no	翻訳を Worker 経由に
58aa09ec	2026-06-20	cabin	fix(cabin): 水際をカメラ足元(約0.4m=1歩以内)まで前進	見た目の質（デザイン・演出）	yes	不明	unknown	水際の位置(前景の緑が水面でなく地面だった)
42605fe6	2026-06-20	sudoku	fix(sudoku): auto-close palette after placing a rune in all modes (incl. 2D plane/table)	操作・ゲームのロジック	unknown	不明	unknown	ルーンを置いた後パレットを自動で閉じる
1ac320f7	2026-06-20	lingo	fix(lingo): buffer playback so EN+JA subtitles always appear together	操作・ゲームのロジック	yes	不明	unknown	英日字幕の片方だけが出る
bb747c88	2026-06-20	(none)	fix: 森の小屋バナーを実3Dレンダ(cabin-hero.png)ベースの没入ポータルに刷新	見た目の質（デザイン・演出）	unknown	不明	no	小屋バナーを3Dレンダに刷新
eec12e28	2026-06-19	lingo	fix(lingo): show a single subtitle line, drop the previous line immediately	表示・レイアウト	yes	不明	unknown	字幕が2行重なる
e818d6ee	2026-06-19	lingo	fix(lingo): clear read subtitle lines at cue end + add intro copy & SEO	表示・レイアウト	yes	不明	unknown	読み終えた字幕行が隙間時間に残る＋紹介文・SEO追加
f3c5cce9	2026-06-15	salon	fix(salon): restore the 19,810-artist music universe (it had been replaced by the genre bubble map)	機能が消えた・置き換わった	yes	不明	yes	音楽地図(19,810アーティスト)がジャンルのバブル地図に差し替えられ、宇宙地図が消えたように見えていたのを復元
2f42bfcb	2026-06-15	sudoku	fix(sudoku): close palette after placing a rune on mobile in every mode (bottom-sheet covers the board)	操作・ゲームのロジック	yes	不明	unknown	スマホでパレットが盤面を覆う
f5c28d03	2026-06-15	cabin	fix(cabin): place sudoku table forward of the right wall, clear of other props	見た目の質（デザイン・演出）	yes	不明	yes	直前に置いた数独テーブルが壺・樽・本棚と重なっていたので再配置
2f9d19b1	2026-06-14	cabin	fix(cabin): move the sudoku table against the right wall	見た目の質（デザイン・演出）	unknown	不明	unknown	数独テーブルを右の壁際へ
7bf61a90	2026-06-14	sudoku	fix(sudoku): prevent accidental rune selection on mobile (ignore opening-tap ghost-click within 350ms; larger touch tap tolerance)	操作・ゲームのロジック	yes	不明	unknown	スマホで開いたタップのゴーストクリックで誤選択
1ae5618e	2026-06-14	cabin	fix(cabin): align the flame base to the burning logs	表示・レイアウト	yes	不明	yes	炎の根元が薪から外れて床に(同日3回目の炎位置修正)
c2c20b0d	2026-06-14	sudoku	fix(sudoku): number-mode palette no longer shows rune names; default always number; fix .hidden never hiding slicePanel/resume	表示・レイアウト	yes	不明	unknown	.hiddenが効かずパネルが隠れない・数字モードでルーン名が出る
d8f13ec9	2026-06-14	cabin	fix(cabin): seat the flames on the logs (deeper), put the writings marker on the books	表示・レイアウト	yes	不明	yes	炎が薪に乗っていない・マーカーが床に浮く(直前の修正の手直し)
d8aecf97	2026-06-14	cabin	fix(cabin): real firewood in the hearth, taller wispy flames, writings at the books	見た目の質（デザイン・演出）	unknown	不明	no	本物の薪・炎のシェーダ
02bdb4fb	2026-06-14	cabin	fix(cabin): face the hearth, burn fire inside the firebox, fewer candles, add zoom	表示・レイアウト	yes	不明	unknown	360の向きが逆で炎が暖炉の180°反対側にあった
f4d61a91	2026-06-13	niwa	fix(niwa): v671 island overhaul — collision, physics, textures, navigation	操作・ゲームのロジック	yes	不明	unknown	巨大な見えない壁で動ける場所で動けない
c073b18d	2026-06-12	niwa	fix(niwa): v670 phase2 — island roam bounds + railing AABBs survive buildScene	操作・ゲームのロジック	yes	不明	yes	後段のリセットが直前に設定した移動範囲と手すり判定を消していた(黙ってすり抜け)
a13ea055	2026-06-10	niwa	fix(niwa): v669 — heya scene now fully enclosed bakery interior	表示・レイアウト	yes	作者が見て	unknown	作者報告「部屋が屋外になっている」、壁をすり抜ける
68a4f37a	2026-06-08	niwa	fix(niwa): v668 — restore streaming progress UI (splash + corner badge)	機能が消えた・置き換わった	yes	作者が見て	yes	v667で待ち時間を縮めた結果、空の島に放り出され読み込み表示が消えた→復元。自作の死活チェックも誤検知
9d592c07	2026-06-08	lingo	fix(lingo): displayEnd extends past overlapping cues to next standalone start	表示・レイアウト	yes	不明	yes	直前の「字幕を途切れさせない」修正が重なった字幕を早く消していた
aa327fbd	2026-06-08	lingo	fix(lingo): pick still-speaking cue when both reads are done	表示・レイアウト	yes	不明	yes	まだ話している字幕が古い字幕に置き換わる(直前のフォールバックの不備)
0d21c87a	2026-06-08	niwa	fix(niwa): v667 — legacy modal close, heya procedural interior, gateway/floor	操作・ゲームのロジック	unknown	作者が見て	yes	v666後の作者報告5件(閉じるボタンがまだ効かない等)
4252ecf7	2026-06-08	lingo	fix(lingo): drop read-finished line when 2+ cues are stacked	表示・レイアウト	yes	作者が見て	yes	作者報告「二行になった時の１行目が読んだ後も残り続ける」(直前の修正の副作用)
7e135ffb	2026-06-08	lingo	fix(lingo): subtitle area never blanks (extend each cue into the gap)	表示・レイアウト	yes	作者が見て	yes	作者報告「何も表示されない瞬間がある」(直前の猶予削除の副作用)
c3f6c297	2026-06-08	niwa	fix(niwa): v666 — close button, 1P camera, teleport reset, procedural bridges	操作・ゲームのロジック	yes	作者が見て	unknown	長く続いた不満5件(閉じるボタン・1人称視点が逆さま等)
cc068591	2026-06-07	lingo	fix(lingo): past tokens always vanish (reading-speed aware), toggle now controls only highlight color	操作・ゲームのロジック	yes	不明	yes	既定ONにした修正が、以前OFFを保存した利用者には効いていなかった
1b1ea2c2	2026-06-07	lingo	fix(lingo): karaoke highlight mode defaults to ON	操作・ゲームのロジック	yes	作者が見て	no	作者報告: 読み終わった部分が消えない(既定OFFだった)
b7b7c75f	2026-06-07	lingo	fix(lingo): incremental backfill + drop lingering grace period	表示・レイアウト	yes	作者が見て	unknown	作者報告: 前の字幕が残る・英語字幕が出ない
0e5a07b9	2026-06-07	lingo	fix(lingo): show all overlapping cues simultaneously, not just one	表示・レイアウト	yes	不明	unknown	重なった字幕の片方しか表示されない
38694e8a	2026-06-07	niwa	fix(niwa): v665 — 1P init fix + heya interior + reveal-gate + tutorial gate	操作・ゲームのロジック	unknown	不明	unknown	1人称カメラ・部屋に入ると屋外に立っていた・島の後出し
041e4f2b	2026-06-07	lingo	fix(lingo): translate via POST + 3-retry to handle GT URL-length limit	翻訳・多言語	yes	不明	no	長いURLをGoogle翻訳が黙って捨て、訳が空になっていた
1dfe8446	2026-06-07	niwa	fix(niwa): v663 — Y=0 unified ground, plaza auto-shift, close button bind-everything	操作・ゲームのロジック	yes	不明	yes	旧い持ち上げ処理が新しい位置合わせを打ち消し二層に
bf9d57ae	2026-06-06	niwa	fix(niwa): replace continue → return in parallel-streaming map fn	その他	no	不明	unknown	map関数内のcontinueで構文エラー(差分から)
c2a648f4	2026-06-06	niwa	fix(niwa): SCENE_NEIGHBORS guards for disc/bridge ground-fill builder	操作・ゲームのロジック	unknown	不明	unknown	隣接データの型ガード
9659fb26	2026-06-04	niwa	fix(niwa): wall collision + ground tagging + bridge sampling	操作・ゲームのロジック	yes	不明	unknown	当たり判定が0個で全建物をすり抜けていた
bb6549c2	2026-06-04	niwa	fix(niwa): PMREM regen API — fromCubemap not fromCubeRenderTarget	表示・レイアウト	no	不明	yes	実在しないAPIメソッド名を作って呼んでおり(本人が"I made the method name up")毎フレームTypeError、環境マップが欠落
173e656f	2026-06-04	niwa	fix(niwa): address review notes — climb tween guard + ground tag + depth	操作・ゲームのロジック	yes	別エージェントのレビュー	yes	レビュー指摘: 登る動作と重力が同じフレームで打ち消し合う
ee6debcc	2026-06-03	niwa	fix(niwa): sky-miss strict block (paired with ground-fill, P1)	操作・ゲームのロジック	unknown	不明	yes	空の判定を厳格に(235で一度差し戻した変更の再適用)
7a19c5e4	2026-06-01	niwa	fix(niwa): A/D reversed + walk-after for all 9 island sections	操作・ゲームのロジック	yes	不明	yes	A/Dが逆。テストもコードと同じ誤った式を共有していたので通っていた
7d37de28	2026-05-31	niwa	fix(niwa): address code review notes — sky-miss + mobile bloom skip	操作・ゲームのロジック	unknown	別エージェントのレビュー	yes	コードレビュー: 書き換えで空の判定が厳しくなり凍りつく恐れ→差し戻し
037471cf	2026-05-31	test	fix(test): expose island stream counters through __niwa hook	テスト・検査そのもの	no	不明	no	テストから島の読み込み数が見えない
a5f6264f	2026-05-31	niwa	fix(niwa v654b): island playableBounds 80m square + plaza cobble Y normalised to 0	操作・ゲームのロジック	yes	不明	unknown	タブで移動すると動けない・橋が5m下に浮いて見える
188bf394	2026-05-31	niwa	fix(niwa v654): WASD camera-relative + 1P avatar.rotation.y sign	操作・ゲームのロジック	yes	作者が見て	yes	作者報告2件: WASDの基準・1人称の体の向き(v652bの式を差し戻し)
3833d2dc	2026-05-31	niwa	fix(niwa v653b): pass-bar 1.0 m flat — small discs with a central building shouldn't fail just because the W path hits the well	テスト・検査そのもの	no	機械の検査・テスト	no	テストの合格ラインが正当な衝突を失敗扱い
a2b057e9	2026-05-31	niwa	fix(niwa v652g): S key (backward) no longer flips the yaw and freezes the avatar	操作・ゲームのロジック	yes	機械の検査・テスト	yes	Sキーで向きが振動して動けない(v652cの副作用)
7646d0c8	2026-05-31	niwa	fix(niwa v652f): spawn the orbit camera BEHIND the avatar, not at a fixed angle	操作・ゲームのロジック	yes	不明	yes	出現時のカメラが横向き(v652dの続き)
c3f8db85	2026-05-31	niwa	fix(niwa v652e): click-to-move updates avatar facing too	操作・ゲームのロジック	yes	不明	yes	v652cの規則がクリック移動の向きを壊していた
9802ffdb	2026-05-31	niwa	fix(niwa v652d): face the building, not away from it, on spawn + teleport	操作・ゲームのロジック	yes	不明	unknown	出現時にアバターが建物に背を向けていた
1cdc30af	2026-05-31	niwa	fix(niwa v652c): strafe-alone no longer spins the avatar in tiny circles	操作・ゲームのロジック	yes	機械の検査・テスト	yes	横移動だけで小さな円を描き動かない(v652bとv651の組み合わせ)
ab2a3163	2026-05-31	niwa	fix(niwa v652b): explicit forward/right WASD math — A/D no longer flips at every yaw	操作・ゲームのロジック	yes	不明	yes	v652の式の符号誤りでA/Dが半分の向きで入れ替わる
2a899982	2026-05-31	niwa	fix(niwa v652): teleport ground-snap + avatar-relative WASD + 1P/avatar yaw sync	操作・ゲームのロジック	yes	作者が見て	unknown	作者報告: タブ移動で石畳の下に埋まる・Wで横に歩く
4268debe	2026-05-30	niwa	fix(niwa v647): SIDE_PACK accents are solid + findSafeSpawn knows it	操作・ゲームのロジック	yes	作者が見て	unknown	作者報告: 物にめり込む(30以上の小物が当たり判定なし)
62379ef6	2026-05-30	niwa	fix(niwa v645): full coverage reach metric + distant-island skirt + roadmap	テスト・検査そのもの	yes	作者が見て	no	到達率の分母が壁も数えていた・作者がテスト100%を要求
201c80ec	2026-05-28	niwa	fix(niwa v642d): kill the silent sprite-crash that left avatar at y=0 (floating below cobble in plaza)	操作・ゲームのロジック	yes	作者が見て	unknown	スプライトで例外→try/catchが黙って握りつぶし高さが全部0に。アバターが石畳の下
248efc39	2026-05-27	niwa	fix(niwa v641): walkable everywhere — ground-mesh tagged sampleHeight + tighter obstacle filter + rock-textured floating base	操作・ゲームのロジック	yes	作者が見て	unknown	作者報告5件: 浮く・歩けない場所・クリック移動が黙って失敗
8b908ee0	2026-05-26	niwa	fix(niwa v640): unblock avatar movement across all 10 scenes — AABB shell filter + mobility-aware spawn + near-avatar sampleHeight	操作・ゲームのロジック	yes	機械の検査・テスト	unknown	全シーンで移動テスト不合格(0m)
6b67a538	2026-05-25	niwa	fix(niwa v635): kill avatar float-up + stuck bugs — skipRaycast filter + median cobble-Y + drift cap	操作・ゲームのロジック	yes	作者が見て	yes	v633の持ち上げが屋根の高さを拾い小物が屋根の上へ・アバターがゆっくり宙に浮く
dc405c96	2026-05-25	niwa	fix(niwa v633): lift v630 procedural assets to the prefab cobble surface — kill the '二層構造' visible in the screenshot	表示・レイアウト	yes	作者が見て	unknown	作者のスクリーンショットで判明した二層構造(小物が石畳の下3-5mに浮く)
af62418b	2026-05-25	niwa	fix(niwa v629): arrow keys preventDefault + safe-ground spawn finder	操作・ゲームのロジック	yes	作者が見て	unknown	作者報告: 矢印キーでページがスクロール・屋根の上に出現
3640ffa9	2026-05-25	niwa	fix(niwa v628b CRITICAL): unstick avatar + unify floating base + bigger takibi fires + cached anim refs	操作・ゲームのロジック	yes	作者が見て	yes	v627/v628a後、アバターが一歩も動けない・焚き火シーンに焚き火が無い
ef2e50e0	2026-05-24	security	fix(security): harden AgentShield .claude/ — Grade B(76)→B(85), Critical 2→0, Hooks 10→100	その他	unknown	機械の検査・テスト	no	セキュリティ設定の強化(スキャナの評価)
a665123c	2026-05-24	security	fix(security): add Subresource Integrity to GoatCounter count.js across 53 pages	その他	unknown	別エージェントのレビュー	no	外部スクリプトにSRI追加(security-review)
0635f4e0	2026-05-24	niwa	fix(niwa security): reject non-https splat URLs in addSplatBackdrop	その他	unknown	別エージェントのレビュー	no	https以外のURLを拒否(XSS対策, security-review)
9b9a0f58	2026-05-24	niwa	fix(niwa v627a): rename makeTelescope/makeFountain → makeBrass.../makeStone... (collide with legacy procedural ones)	その他	no	不明	yes	同名関数の衝突でSyntaxError(今週3回目)→重複検査スクリプトを強化
2aa15a17	2026-05-24	niwa	fix(niwa v625): GPU-stability rollback — half the clouds, shared materials, no bob	性能	no	作者が見て	yes	v624でタブがクラッシュ(GPU)→巻き戻し
fdb49b27	2026-05-24	niwa	fix(niwa v621a): rename v621 makeBridge → makeNeighborBridge — collides with legacy procedural makeBridge(length, arc) at line 3839	その他	no	不明	yes	makeBridgeの名前衝突
195d2083	2026-05-24	niwa	fix(niwa v620b): side-pack accents reference only the 17 actually-extracted GLBs	公開・デプロイ・キャッシュ	unknown	不明	unknown	実際に抽出できた17個のGLBだけを参照
c39bcd1e	2026-05-24	niwa	fix(niwa v616c): re-centre prefabs in JS + always-present fallback ground + drop one PointLight	表示・レイアウト	unknown	作者が見て	yes	v616b後: タブクラッシュ・アバターが白い既定の地面に(配置の中心ずれ)
fa58b7bc	2026-05-23	niwa	fix(niwa v614): escape Stargazer's Hill apostrophe — Uncaught SyntaxError 'Unexpected identifier s'	その他	no	不明	unknown	アポストロフィでSyntaxError
5bcc0ce9	2026-05-23	niwa	fix(niwa v611): prevent tab crash — drop meta referrer, slim preload, no auto-lazyload chain	性能	no	作者が見て	unknown	タブクラッシュ(GPUメモリ4-5GB)
980a5f47	2026-05-23	niwa	fix(niwa v610): wait for ENC assets before showing scene + drop 40MB upper	性能	no	作者が見て	no	読み込み途中で「問題が発生しました」
28872e2c	2026-05-23	niwa	fix(niwa v608): disable addSceneConnections — root cause of "シマシマの道"	表示・レイアウト	yes	作者が見て	yes	呼び出しを外したはずの関数が別経路から呼ばれ続け「謎のシマシマの道」
bee3919a	2026-05-23	niwa	fix(niwa v607): scale diorama up for native-scale ENC town	見た目の質（デザイン・演出）	yes	作者が見て	no	縮尺が変
235c45c7	2026-05-23	niwa	fix(niwa v605): stop chibi.glb 404 — procedural NPCs always now	公開・デプロイ・キャッシュ	no	作者が見て	yes	v602で削除したGLBをまだ読みに行き404
4c97b5ec	2026-05-23	niwa	fix(niwa v604): wire PCLOUD_PROXY to deployed worker URL	公開・デプロイ・キャッシュ	no	不明	no	プロキシURLの配線
857e652c	2026-05-23	niwa	fix(niwa v603): chibi 404 + Cloudflare worker plan for pCloud CORS	公開・デプロイ・キャッシュ	no	作者が見て	yes	v602で削除したGLBを事前読み込み一覧に残し404・CORS
d47e8290	2026-05-23	niwa	fix(niwa v602): delete 197 procedural GLBs + fix browser pCloud "Invalid link referer"	公開・デプロイ・キャッシュ	no	作者が見て	yes	作者「前のアセットは消せといったのに何で残っているの？」＋pCloudのreferer拒否
0531d759	2026-05-23	niwa	fix(niwa v500): debug KB3D loading — fixed scale + Settlers layout + inferred PBR colors	表示・レイアウト	yes	作者が見て	unknown	縮尺が18-30倍小さく、テクスチャも欠落
0bf31680	2026-05-23	niwa	fix(niwa v301): hi-res asset rebuild + butterfly null crash + Duck.glb 404	その他	no	作者が見て	yes	旧いループが新形式の蝶を読んで落ちる・Duck.glb 404
27508647	2026-05-23	niwa	fix(niwa): null-safe guards in animate() loops — fixes 'Cannot read properties of undefined' at line 8745	その他	no	不明	unknown	animate()内のundefinedで落ちる(防御的ガード)
cb275819	2026-05-23	niwa	fix(niwa): rename sled 'sl' to 'sledObj' — hoshi scene had a stone-lantern 'sl' at the same scope	その他	no	不明	yes	同一スコープの変数名衝突でSyntaxError
570f07c7	2026-05-23	niwa	fix(niwa v102): roads ALWAYS visible — 8-direction cardinal cobble + central hub + curbs	表示・レイアウト	yes	作者が見て	unknown	作者「道がない」: 道の多くが間引かれて見えない
490a31a1	2026-05-23	niwa	fix(niwa v101): dramatically boost HDR effect + widen roads to make changes visible	見た目の質（デザイン・演出）	yes	作者が見て	no	作者「何も変わっていないように見える」: 変更が微弱すぎた
5e4fea1d	2026-05-23	niwa	fix(niwa v97): critical — define missing mulberry32 used by pad150PBR	その他	no	作者が見て	yes	定義されていない関数mulberry32を呼び出しモジュール全体が落ちる
